ID,Number,x,y,z,c
41329,1,409.2862854,20.33185959,780.62255859
41330,2,454.2862854,20.33185959,780.62255859
41331,3,495.5362854,20.33185959,780.62255859
41332,4,533.03625488,20.33185959,780.62255859
41333,5,570.53625488,20.33185959,780.62255859
41334,6,683.03625488,20.33185959,780.62255859
41335,7,870.53625488,20.33185959,780.62255859
41336,8,1058.03625488,20.33185959,780.62255859
41337,9,1245.53625488,20.33185959,780.62255859
41338,10,1436.78625488,20.33185959,780.62255859
41339,11,1553.03625488,20.33185959,780.62255859
41340,12,1590.53625488,20.33185959,780.62255859
41341,13,1628.03625488,20.33185959,780.62255859
41342,14,1661.78625488,20.33185959,780.62255859
41343,15,1695.53625488,20.33185959,780.62255859
41344,16,1710.53625488,42.83185959,780.62255859
41345,17,390.5362854,35.33185959,780.62255859
41346,18,1710.53625488,76.58185577,780.62255859
41347,19,390.5362854,65.33185577,780.62255859
41348,20,1710.53625488,106.58185577,780.62255859
41349,21,390.5362854,102.83185577,780.62255859
41350,22,1710.53625488,140.3318634,780.62255859
41351,23,390.5362854,140.3318634,780.62255859
41352,24,1710.53625488,181.5818634,780.62255859
41353,25,390.5362854,185.3318634,780.62255859
41354,26,1710.53625488,226.5818634,780.62255859
41355,27,390.5362854,234.0818634,780.62255859
41356,28,1710.53625488,267.83184814,780.62255859
41357,29,390.5362854,275.33184814,780.62255859
41358,30,1710.53625488,305.33184814,780.62255859
41359,31,390.5362854,312.83184814,780.62255859
41360,32,1710.53625488,342.83184814,780.62255859
41361,33,390.5362854,346.58184814,780.62255859
41362,34,1710.53625488,380.33184814,780.62255859
41363,35,390.5362854,380.33184814,780.62255859
41364,36,405.5362854,402.83184814,780.62255859
41365,37,446.7862854,402.83184814,780.62255859
41366,38,488.0362854,402.83184814,780.62255859
41367,39,525.53625488,402.83184814,780.62255859
41368,40,563.03625488,402.83184814,780.62255859
41369,41,675.53625488,402.83184814,780.62255859
41370,42,863.03625488,402.83184814,780.62255859
41371,43,1050.53625488,402.83184814,780.62255859
41372,44,1238.03625488,402.83184814,780.62255859
41373,45,1429.28625488,402.83184814,780.62255859
41374,46,1545.53625488,402.83184814,780.62255859
41375,47,1583.03625488,402.83184814,780.62255859
41376,48,1620.53625488,402.83184814,780.62255859
41377,49,1658.03625488,402.83184814,780.62255859
41378,50,1695.53625488,402.83184814,780.62255859